imdbID,movieTitle,sceneAddress,sceneDescription,sceneLat,sceneLon
tt0029811,The Girl Was Young (1937),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0385752,The Golden Compass (2007),"Chatham Historic Dockyard, Chatham, Kent, England, UK",Trollesund,51.3968589,0.5330317
tt0385752,The Golden Compass (2007),"Hedsor House & Park, Taplow, Buckinghamshire, England, UK",interiors,51.565561,-0.691332
tt0385752,The Golden Compass (2007),"Old Royal Naval College, Greenwich, London, England, UK",82ASK,51.4832762,-0.0055729
tt0385752,The Golden Compass (2007),"Park Lane Hotel, Piccadilly, London, England, UK",restaurant/beauty parlor,51.5050009,-0.1472515
tt0385752,The Golden Compass (2007),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0343737,The Good Shepherd (2006),"Aldwych Underground Station, Aldwych, Holborn, London, England, UK",interiors,51.5120836,-0.1160109
tt0054953,The Guns of Navarone (1961),"Shepperton Studios, Shepperton, Surrey, England, UK",studio interiors,51.4066417,-0.4643616
tt0054953,The Guns of Navarone (1961),"Associated British Elstree Studios, Shenley Road, Borehamwood, Hertfordshire, England, UK",studio,51.6580868,-0.269287
tt0059263,The Heroes of Telemark (1965),"Poole Harbour, Poole, Dorset, England, UK",Harbour,50.6938,-1.9711511
tt0059263,The Heroes of Telemark (1965),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio studio: made at,51.5474923,-0.5346549
tt0041460,The Hidden Room (1949),"Grosvenor Square, Mayfair, London, England, UK",scene with the American sailors,51.511579,-0.1500193
tt0041460,The Hidden Room (1949),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0457939,The Holiday (2006),"Shere, Surrey, England, UK",village,51.2194368,-0.4648081
tt0457939,The Holiday (2006),"Godalming, Surrey, England, UK",village and railway station,51.185732,-0.612808
tt0457939,The Holiday (2006),"Chipping Norton, Oxfordshire, England, UK",exrerior: restaurant where Amanda and Graham had lunch,51.943544,-1.542189
tt0085701,The Hunger (1983),"6 Chesterfield Gardens, London, England, UK",Miriam & John Blaylock's house,51.5070343,-0.1491185
tt0085701,The Hunger (1983),"Senate House, University College London, Malet Street, Bloomsbury, London, England, UK",Park West Clinic interior,51.5210743,-0.1287353
tt0085701,The Hunger (1983),"Cromwell Tower, Barbican, London, England, UK",final shot,51.5205358,-0.0927797
tt0085701,The Hunger (1983),"Heaven Nightclub, Villiers Street, Charing Cross, London, England, UK",first scene in the club,51.5079149,-0.1244919
tt0085701,The Hunger (1983),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt1054606,The Imaginarium of Doctor Parnassus (2009),"Bray Film Studios, Windsor, Berkshire, England, UK",studio,51.49209,-0.67423
tt0055018,The Innocents (1961),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt1058017,The Invention of Lying (2009),"Hampstead, London, England, UK",flash back scene,51.5556461,-0.1761749
tt1007029,The Iron Lady (2011),"Eaton Square, Belgravia, London, England, UK",exteriors: Lady Thatcher's present day house,51.495731,-0.1519074
tt1007029,The Iron Lady (2011),"Wimbledon Film and Television Studios, London, England, UK",Sound Stage and Set,51.4100562,-0.1870911
tt1007029,The Iron Lady (2011),"Manchester Town Hall, Albert Square, Manchester, Greater Manchester, England, UK",Houses of Parliament,53.4791595,-2.2441051
tt0064505,The Italian Job (1969),"Dover Ferry Terminal, Eastern Docks, Dover, Kent, England, UK", The Gang Boarding the Ferry,51.124955,1.332662
tt0064505,The Italian Job (1969),"Coventry, West Midlands, England, UK",The Minis drive through the sewer,52.406822,-1.519693
tt0064505,The Italian Job (1969),"Crystal Palace, London, England, UK",Van explosion scene,51.4198825,-0.0785415
tt0064505,The Italian Job (1969),"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",studio,51.455612,-0.31888
tt0119395,The Jackal (1997),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt1504320,The King's Speech (2010),"Elland Road Stadium, Leeds, West Yorkshire, England, UK",as Wembley Stadium at start of film,53.7778162,-1.5721446
tt1504320,The King's Speech (2010),"Grattan Stadium, Odsal, Bradford, West Yorkshire, England, UK",as Wembley Stadium at start of film,53.7648856,-1.7569757
tt1504320,The King's Speech (2010),"Queen Street Mill Textile Museum, Burnley, Lancashire, England, UK",factory scenes where workers are listening to wireless speeches,53.8104446,-2.2019461
tt1504320,The King's Speech (2010),"Halton House, Halton, Wendover, Buckinghamshire, England, UK",Buckingham Palace - King's office,51.7824491,-0.7254839
tt1504320,The King's Speech (2010),"33 Portland Place, Marylebone, London, England, UK",exterior: home of Duke and Duchess of York/interior: Lionel Logue's consulting rooms and Palace nursery and staircase hall,51.520091,-0.1453512
tt1504320,The King's Speech (2010),"Avenue Garden, Regent's Park, London, England, UK",where the King and Lionel have their fall out,51.5312705,-0.1569694
tt1504320,The King's Speech (2010),"Knebworth House, Stevenage, Hertfordshire, England, UK",Balmoral Castle - interiors,51.87287,-0.2147645
tt1504320,The King's Speech (2010),"Cumberland Lodge, Windsor Great Park, Windsor, Berkshire, England, UK",Sandringham House - interiors,51.433918,-0.608592
tt1504320,The King's Speech (2010),"Wendover Woods, Buckinghamshire, England, UK",Rolls-Royce driving scenes,51.7715446,-0.7145405
tt1504320,The King's Speech (2010),"Ely Cathedral, Ely, Cambridgeshire, England, UK",as Westminster Abbey,52.398661,0.263779
tt1504320,The King's Speech (2010),"Englefield House, Theale, Reading, Berkshire, England, UK",Buckingham Palace - interiors,51.4431696,-1.1060664
tt0030341,The Lady Vanishes (1938),"Hampshire, England, UK",train scenes,51.0576948,-1.3080629
tt0030341,The Lady Vanishes (1938),"Woolmer Forest, Hampshire, England, UK",train scenes,51.0857837,-0.8658609
tt0030341,The Lady Vanishes (1938),"Islington, London, England, UK",studio studio: made at,51.5465063,-0.1058058
tt0030341,The Lady Vanishes (1938),"Lime Grove Studios, Lime Grove, Shepherd's Bush, London, England, UK",studio uncredited,51.5036145,-0.2282869
tt0065969,The Last Valley (1971),"Halliford Studios, Shepperton, Surrey, England, UK",studio,51.3922201,-0.4423357
tt0070294,The Legend of Hell House (1973),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0070294,The Legend of Hell House (1973),"Blenheim Palace, Woodstock, Oxfordshire, England, UK",meeting with Mr. Deutsch,51.841365,-1.360972
tt0375920,The Libertine (2004),"Wells Cathedral, Wells, Somerset, England, UK",Chapter House staircase,51.2104476,-2.6434089
tt0375920,The Libertine (2004),"Charlecote Park, Charlecote, Warwickshire, England, UK",Earl of Rochester's bath scene,52.2052897,-1.6217162
tt0036112,The Life and Death of Colonel Blimp (1943),"139 Park Lane, Mayfair, London, England, UK", entrance is in North Row,51.5130738,-0.158176
tt0036112,The Life and Death of Colonel Blimp (1943),"15 Ovington Square, South Kensington, London, England, UK",London house of Colonel Blimp,51.4969632,-0.1654242
tt0036112,The Life and Death of Colonel Blimp (1943),"Berkeley Square, Mayfair, London, England, UK",scenes where Spud's lorry chases Johnny in the car,51.5092847,-0.1446922
tt0036112,The Life and Death of Colonel Blimp (1943),"Bury Lane, Rickmansworth, Hertfordshire, England, UK",The ford that the despatch riders splash through,51.6380867,-0.470408
tt0036112,The Life and Death of Colonel Blimp (1943),"Denton Hall, Denton, Wharfedale, North Yorkshire, England, UK",Barbara's family mansion,53.934094,-1.776569
tt0036112,The Life and Death of Colonel Blimp (1943),"Marble Arch, Mayfair, London, England, UK",scenes where Spud's lorry chases Johnny in the car,51.514434,-0.16163
tt0036112,The Life and Death of Colonel Blimp (1943),"Ovington Gardens, South Kensington, London, England, UK",Aunt Margaret's house & the square outside,51.4975901,-0.1663072
tt0036112,The Life and Death of Colonel Blimp (1943),"Western Avenue, London, England, UK",scenes where Spud's lorry chases Johnny in the car,51.5778902,-0.2126937
tt0289992,The Life of David Gale (2003),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0063227,The Lion in Winter (1968),"Marloes Sands, Pembrokeshire, Wales, UK",beach,51.7204204,-5.2070058
tt0057254,The List of Adrian Messenger (1963),"The Cutty Sark Public House, Ballast Quay, Greenwich, London SE10, England, UK", Slattery leaves pub and passes the organ grinder.,51.4864111,-0.0004272
tt0057254,The List of Adrian Messenger (1963),"Australia House, Strand, London, England, UK", pre-credits sequence.,51.5128872,-0.1156011
tt0093428,The Living Daylights (1987),"Eastbourne, East Sussex, England, UK",opening sequence Jeep goes over cliff,50.768035,0.290472
tt0093428,The Living Daylights (1987),"South Downs, East Sussex, England, UK",opening sequence Jeep goes over cliff,50.9306486,-0.0595641
tt0093428,The Living Daylights (1987),"Stonor Park, Henley-on-Thames, Oxfordshire, England, UK",Bladen safe house,51.59683,-0.929163
tt0093428,The Living Daylights (1987),"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5480318,-0.5349938
tt0093428,The Living Daylights (1987),"Beachy Head, East Sussex, England, UK",opening sequence Jeep goes over cliff,50.73995,0.241898
tt0093428,The Living Daylights (1987),"Elveden Hall, Suffolk, England, UK",banquet shooting scene,52.3871904,0.675703
tt0093428,The Living Daylights (1987),"English Channel, England, UK",opening sequence Jeep goes over cliff,50.134664,-0.357056
tt0093428,The Living Daylights (1987),"Malaysia House, Trafalgar Square, St James's, London, England, UK",exteriors: Mi6 HQ,51.5072189,-0.1282876
tt0093428,The Living Daylights (1987),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0093428,The Living Daylights (1987),"Trafalgar Square, St James's, London, England, UK",south side - Universal Exports Headquarters - exteriors,51.508039,-0.128069
tt0064622,The Magic Christian (1969),"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",studio,51.455612,-0.31888
tt0064622,The Magic Christian (1969),"Barnes, London, England, UK",railway station,51.4752941,-0.2392052
tt0064622,The Magic Christian (1969),"New Wimbledon Theatre, The Broadway, Wimbledon, London, England, UK",theatre interior,51.4192059,-0.2014677
tt0064622,The Magic Christian (1969),"South Bank, Lambeth, London, England, UK",vat of money scene,51.5071559,-0.115536
tt0071807,The Man with the Golden Gun (1974),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0085959,The Meaning of Life (1983),"EMI Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0085959,The Meaning of Life (1983),"17 Bankfield Street, Colne, Lancashire, England, UK",sketch: Every Sperm is Sacred,53.8539029,-2.1397765
tt0085959,The Meaning of Life (1983),"Bankfield Street, Colne, Lancashire, England, UK",sketch: Every Sperm is Sacred,53.853542,-2.1850718
tt0085959,The Meaning of Life (1983),"Battersea Power Station, Battersea, London, England, UK",chase sketch: Find The Fish,51.4818232,-0.1443989
tt0085959,The Meaning of Life (1983),"Chicheley Hall, Chicheley, Newport Pagnell, Milton Keynes, Buckinghamshire, England, UK",sketch: Find the Fish,52.1035762,-0.6792318
tt0085959,The Meaning of Life (1983),"Churchill College, Cambridge University, Cambridge, Cambridgeshire, England, UK",church scene,52.213133,0.0998691
tt0085959,The Meaning of Life (1983),"Colne, Lancashire, England, UK",sketch: Every Sperm is Sacred,53.85564,-2.176991
tt0085959,The Meaning of Life (1983),"Glasgow, Strathclyde, Scotland, UK",Africa scene,55.8628285,-4.2428535
tt0085959,The Meaning of Life (1983),"Hargreaves Street, Colne, Lancashire, England, UK",sketch: Every Sperm is Sacred,53.8531527,-2.18547
tt0085959,The Meaning of Life (1983),"Main Control Hall, Battersea Power Station, Battersea, London, England, UK",sketch: Find The Fish,51.4818235,-0.1443983
tt0085959,The Meaning of Life (1983),"Malham, North Yorkshire, England, UK",death scene,54.0613371,-2.1530391
tt0085959,The Meaning of Life (1983),"Porchester Halls, Queensway, Bayswater, London, England, UK",sketch: Mr Creosote,51.5173027,-0.1887792
tt0085959,The Meaning of Life (1983),"The Royal Masonic School, Bushey, Hertfordshire, England, UK",sketch: School days,51.647979,-0.473601
tt0085959,The Meaning of Life (1983),"Cartwright Hall Gardens / Manningham Park, Bradford, England, UK",outdoor filming,53.812124,-1.7718571
tt0077921,The Medusa Touch (1978),"Bristol Cathedral, College Green, Bristol, England, UK", London,51.4516518,-2.6006447
tt0077921,The Medusa Touch (1978),"Oakley Court, Bray, Berkshire, England, UK",school,51.490146,-0.672362
tt0077921,The Medusa Touch (1978),"Reculver, Kent, England, UK",Reculver Towers,51.3781135,1.2137547
tt0077921,The Medusa Touch (1978),"England, UK",filmed on location in,52.3555177,-1.1743197
tt0077921,The Medusa Touch (1978),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio studio: filmed at,51.5474923,-0.5346549
tt0081163,The Mirror Crack'd (1980),"Shoreham, Kent, England, UK",Shoreham was used to double up as part of the village of St Mary Mead,51.3333049,0.1779114
tt0081163,The Mirror Crack'd (1980),"St. Clere Estate, Heaverham, Kent, England, UK",location,51.3093608,0.261052
tt0081163,The Mirror Crack'd (1980),"The Street, Smarden, Kent, England, UK",village street scenes,51.1502959,0.6916373
tt0081163,The Mirror Crack'd (1980),"Smarden, Kent, England, UK",Miss Marple's house and parts of the village,51.149254,0.686871
tt0081163,The Mirror Crack'd (1980),"Twickenham Studios, London, England, UK",studio studio: filmed at,51.455612,-0.31888
tt0081163,The Mirror Crack'd (1980),"Stratford East Theatre, London, England, UK",M Kirby,51.5425485,0.0009437
tt0120616,The Mummy (1999),"Mentmore Towers, Mentmore, Buckinghamshire, England, UK", Egypt,51.8682355,-0.6906331
tt0120616,The Mummy (1999),"Chatham Docks, Chatham, Kent, England, UK", Egypt,51.3968589,0.5330317
tt0120616,The Mummy (1999),"Frensham Ponds, Farnham, Surrey, England, UK",The Nile - water scenes after boat burns down,51.1521547,-0.7982622
tt0120616,The Mummy (1999),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0209163,The Mummy Returns (2001),"University College London, Bloomsbury, London, England, UK", exteriors,51.5245592,-0.1340401
tt0209163,The Mummy Returns (2001),"Heath & Reach, Bedfordshire, England, UK",Hamunaptra dig site,51.945744,-0.659857
tt0209163,The Mummy Returns (2001),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0209163,The Mummy Returns (2001),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0104940,The Muppet Christmas Carol (1992),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0120768,The Negotiator (1998),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0402399,The New World (2005),"Charlestown, Cornwall, England, UK",arrival in england,50.332907,-4.759194
tt0071935,The Odessa File (1974),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0075005,The Omen (1976),"Guildford Cathedral, Guildford, Surrey, England, UK",Where the wedding was being held,51.2411372,-0.5909607
tt0075005,The Omen (1976),"Parliament Square, Westminster, London, England, UK",Thorn Rolls Royce driving through London,51.5007313,-0.1274909
tt0075005,The Omen (1976),"Grosvenor Square, Mayfair, London, England, UK",US Embassy,51.511579,-0.1500193
tt0075005,The Omen (1976),"Northwick Park Hospital, Harrow, Middlesex, England, UK",hospital where Lee Remick is thrown out of the window.,51.5751501,-0.3195181
tt0075005,The Omen (1976),"Windsor Rugby Club, The Home Park, Windsor, Berkshire, UK",The rugby match where Father Brennan confronts Robert Thorn,51.4900976,-0.6033313
tt0075005,The Omen (1976),"South Hill Park, Bracknell, Berkshire, England, UK",Mansion exterior,51.3935032,-0.7497933
tt0075005,The Omen (1976),"Shepperton Studios, Shepperton, Surrey, England, UK",studio studio: made at,51.4066417,-0.4643616
tt0075005,The Omen (1976),"Staines, Surrey, England, UK",final scene,51.43148,-0.515525
tt0230600,The Others (2001),"Penshurst Place, Penshurst, Kent, England, UK", and coincidentally met her husband who had returned from the war.,51.1746265,0.1836777
tt0039694,The Paradine Case (1947),"Langdale Chase Hotel, Windermere, Cumbria, England, UK", the Paradine estate,54.407153,-2.945887
tt0039694,The Paradine Case (1947),"The Drunken Duck Inn, Barngates, Cumbria, England, UK",Station Hotel,54.402776,-3.001845
tt0120783,The Parent Trap (1998),"23 Egerton Terrace, Kensington, London, England, UK",exterior: Elizabeth James Home,51.4962749,-0.1665281
tt0120783,The Parent Trap (1998),"27 Berkeley Square, London, England, UK",studio Elizabeth James' Studio,51.5088507,-0.1443114
tt0073580,The Passenger (1975),"4 Lansdowne Crescent, Notting Hill, London, England, UK",Locke's house in London,51.5110274,-0.2062965
tt0076535,The People That Time Forgot (1977),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0076535,The People That Time Forgot (1977),"Avon Lake, Scotland, UK",aerial footage,57.103433,-3.627133
tt0293508,The Phantom of the Opera (2004),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0050861,The Prince and the Showgirl (1957),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0093779,The Princess Bride (1987),"Haddon Hall, Bakewell, Derbyshire, England, UK",Prince Humperdinck's Castle,53.193965,-1.649593
tt0093779,The Princess Bride (1987),"Castleton, Derbyshire, England, UK",Westley was unmasked here,53.3436814,-1.7765105
tt0093779,The Princess Bride (1987),"Penshurst Place, Penshurst, Kent, England, UK",The Barons Hall was used for the sword fight,51.1746265,0.1836777
tt0093779,The Princess Bride (1987),"Sheffield, South Yorkshire, England, UK",Westley and Buttercup flee across Carl Wark.,53.381129,-1.470085
tt0093779,The Princess Bride (1987),"Lee International Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0093779,The Princess Bride (1987),"Lathkill Dale, Derbyshire, England, UK",The Battle of witts takes place here,52.7669923,-1.5761753
tt0093779,The Princess Bride (1987),"Carl Wark, Peak District National Park, Yorkshire, England, UK",After the 'Battle of Wits' Buttercup and Westley cross the moors,53.3293034,-1.6106192
tt0093779,The Princess Bride (1987),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0093779,The Princess Bride (1987),"Robin Hood's Stride, Birchover, Derbyshire, England, UK",Where Westley fights Andre the giant.,53.1569568,-1.6659829
tt0093779,The Princess Bride (1987),"Cave Dale, Peak District National Park, Derbyshire, England, UK",Where Westley is unmasked,53.3387531,-1.7777145
tt0436697,The Queen (2006),"Waddesdon Manor, Waddesdon, Buckinghamshire, England, UK",fountain garden scene,51.8422698,-0.9375034
tt0436697,The Queen (2006),"Blairquhan Castle, Blairquhan, South Ayrshire, Scotland, UK",Balmoral Castle interiors,55.315936,-4.577694
tt0436697,The Queen (2006),"Brocket Hall, Lemsford, Welwyn Garden City, Hertfordshire, England, UK",Buckingham Palace interiors,51.8027648,-0.2404989
tt0436697,The Queen (2006),"Ealing Studios, Ealing, London, England, UK",studio,51.50851,-0.3068
tt0066279,The Railway Children (1970),"Bents Farm, Oxenhope, West Yorkshire, England, UK",Three Chimneys - Waterburys' house,53.6932655,-1.9176755
tt0066279,The Railway Children (1970),"Mytholmes Tunnel, near Haworth, West Yorkshire, England, UK",The tunnel scenes,53.83125,-1.948732
tt0066279,The Railway Children (1970),"Brontë Parsonage, Haworth, West Yorkshire, England, UK",Doctor's house,53.831189,-1.95763
tt0066279,The Railway Children (1970),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0107943,The Remains of the Day (1993),"Powderham Castle, Kenton, Devon, England, UK", music room,50.6429352,-3.46054
tt0107943,The Remains of the Day (1993),"Dyrham Park, Dyrham, Gloucestershire, England, UK",Darlington Hall: driveway and exterior of the Mansion,51.479899,-2.372025
tt0107943,The Remains of the Day (1993),"Badminton House, Gloucestershire, England, UK",Darlington Hall: servants' quarters,51.5447842,-2.2808159
tt0107943,The Remains of the Day (1993),"Grand Pier, Weston-super-Mare, Somerset, England, UK",pier where Stevens and Miss Kenton sit and talk,51.347803,-2.986299
tt0107943,The Remains of the Day (1993),"Seafront, Clevedon, Somerset, England, UK",where Mr Stevens and Miss Kenton say farewell as bus arrives,51.4346864,-2.8618977
tt0107943,The Remains of the Day (1993),"Royal Hotel, South Parade, Weston-super-Mare, Somerset, England, UK",Stevens parks car,51.3501234,-2.9810325
tt0107943,The Remains of the Day (1993),"Corsham Court, Wiltshire, England, UK",Darlington Hall: library and dining room,51.4350039,-2.1823475
tt0107943,The Remains of the Day (1993),"George Inn, Norton St. Philip, Somerset, England, UK",Stevens visits inn,51.3016323,-2.3253435
tt0107943,The Remains of the Day (1993),"Hop Pole Inn, Limpley Stoke, Somerset, England, UK",Stevens visits inn,51.3481127,-2.3151138
tt0107943,The Remains of the Day (1993),"Winter Gardens Pavilion, Weston-super-Mare, Somerset, England, UK",Stevens has tea with Miss Kenton,51.3492497,-2.9817095
tt0107943,The Remains of the Day (1993),"Highbury Hotel, Atlantic Road, Weston-super-Mare, Somerset, England, UK",Miss Kenton's guest house,51.355862,-2.986475
tt0072081,The Return of the Pink Panther (1975),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0073629,The Rocky Horror Picture Show (1975),"Oakley Court, Windsor Road, Oakley Green, Windsor, Berkshire, England, UK",castle exterior,51.490146,-0.672362
tt0073629,The Rocky Horror Picture Show (1975),"Berkshire, England, UK",church exterior,51.4669939,-1.1853677
tt0073629,The Rocky Horror Picture Show (1975),"Bray Studios, Down Place, Oakley Green, Berkshire, England, UK",studio,51.4928221,-0.6760417
tt0059693,The Secret of Blood Island (1965),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio Filming Studios,51.5474923,-0.5346549
tt0081505,The Shining (1980),"Stansted Airport, Essex, England, UK",as Denver Stapleton Airport interior,51.8860181,0.2388661
tt0022395,The Skin Game (1931),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0072253,The Tamarind Seed (1974),"London, England, UK",filmed on location in,51.5073509,-0.1277583
tt0041959,The Third Man (1949),"London Film Studios, Shepperton, Surrey, England, UK",studio studio: produced at,51.4066417,-0.4643616
tt0072281,The Three Musketeers (1973),"Twickenham Film Studios, Richmond, London, England, UK",completed at,51.455612,-0.31888
tt0471041,The Tournament (2009),"High Street Gateshead, Tyne & Wear, England, UK", Teeside,54.9617632,-1.6004136
tt1740047,The Trip (2010),"The Inn at Whitewell, Whitewell, Lancashire, England, UK",Steve & the Polish woman,53.917177,-2.520447
tt1740047,The Trip (2010),"Bolton Abbey, North Yorkshire, England, UK",Steve attempts stone step river crossing,53.9837246,-1.8880471
tt1740047,The Trip (2010),"Dove Cottage, Grasmere, Lake District, Cumbria, England, UK",Wordsworth country house,54.4543444,-3.0164231
tt0365885,The Upside of Anger (2005),"Ealing, London, England, UK",studio,51.5250257,-0.3415002
tt0365885,The Upside of Anger (2005),"Hersham, Surrey, England, UK",Roy Green,51.368017,-0.400788
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Alnwick Castle, Alnwick, Northumberland, England, UK",execution scenes,55.4155828,-1.7059204
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Labyrinthine Keep, Warkworth Castle, Warkworth, Northumberland, England, UK",Tower of London,55.345244,-1.6117881
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Middle Temple, Temple, Holborn, London, England, UK",receiving chamber,51.512384,-0.111411
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Baddesley Clinton, Warwickshire, England, UK",Dudley's home,52.343688,-1.708698
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Chastleton House, Oxfordshire, England, UK",Whitehall Palace interiors and gardens,51.9597476,-1.640199
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Chillingham Castle, Northumberland, England, UK",Fotheringhay,55.5258582,-1.9038394
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Lord Leycester Hospital, Warwick, Warwickshire, England, UK",The Strand,52.2801855,-1.5900543
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"New College, New College Lane, Oxford, Oxfordshire, England, UK",anointing room,51.7541514,-1.2525278
tt0481459,The Virgin Queen (TV Mini-Series 2005– ),"Raby Castle, Durham, County Durham, England, UK",Whitehall Palace,54.593593,-1.796011
tt0037462,The White Cliffs of Dover (1944),"The White Cliffs, Dover, Kent, England, UK",aerial shots,51.1344689,1.3573028
tt0037462,The White Cliffs of Dover (1944),"Piccadilly Circus, Piccadilly, London, England, UK",aerial shots,51.5100913,-0.1345676
tt0078492,The Wild Geese (1978),"Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",studio,51.455612,-0.31888
tt0078492,The Wild Geese (1978),"Marble Hill Park, Twickenham, Middlesex, England, UK",School Rugby scenes,51.4494922,-0.313285
tt0143145,The World Is Not Enough (1999),"Shadwell, London, England, UK",boat chase - boat goes down canal and splashes wardens,51.511218,-0.050716
tt0143145,The World Is Not Enough (1999),"Canary Wharf, Isle of Dogs, London, England, UK",opening sequence,51.4921822,-0.0241566
tt0143145,The World Is Not Enough (1999),"Lambeth Bridge, River Thames, London, England, UK",opening sequence,51.4945661,-0.1231231
tt0143145,The World Is Not Enough (1999),"Stowe Gardens, Stowe, Buckinghamshire, England, UK",estate of the King Family,52.028053,-1.0155701
tt0143145,The World Is Not Enough (1999),"Tower Bridge, London, England, UK",opening sequence,51.5041646,-0.0762572
tt0143145,The World Is Not Enough (1999),"Big Ben, Houses of Parliament, Westminster, London, England, UK",opening sequence,51.5007292,-0.1246254
tt0143145,The World Is Not Enough (1999),"Docklands, Poplar, London, England, UK",opening sequence,51.5086716,-0.0110024
tt0143145,The World Is Not Enough (1999),"Gothic Temple, Stowe Park, Buckinghamshire, England, UK",funeral of Sir Robert King,52.0312676,-1.0115844
tt0143145,The World Is Not Enough (1999),"Greenwich, London, England, UK",opening sequence - end of boat chase,51.4825766,-0.0076589
tt0143145,The World Is Not Enough (1999),"Halton House, Halton, Wendover, Buckinghamshire, England, UK",interiors: Baku L'Or Noir Casino,51.7824491,-0.7254839
tt0143145,The World Is Not Enough (1999),"Houses of Parliament, Westminster, London, England, UK",opening sequence,51.4994794,-0.1248092
tt0143145,The World Is Not Enough (1999),"Isle of Dogs, London, England, UK",opening sequence,51.4966118,-0.0146551
tt0143145,The World Is Not Enough (1999),"Millennium Dome, Greenwich, London, England, UK",opening sequence - end of boat chase,51.503038,0.0031543
tt0143145,The World Is Not Enough (1999),"Millwall Dock, Millwall, London, England, UK",opening sequence,51.4960222,-0.0241792
tt0143145,The World Is Not Enough (1999),"RAF Northolt, Ruislip, London, England, UK",Azerbaijan runway,51.5565013,-0.4160701
tt0143145,The World Is Not Enough (1999),"Royal Victoria Docks, Canning Town, London, England, UK",opening sequence - boat chase - Q boat roll stunt,51.5077767,0.0300599
tt0143145,The World Is Not Enough (1999),"Stowe School, Buckingham, Buckinghamshire, England, UK",estate of the King Family,52.028627,-1.025114
tt0143145,The World Is Not Enough (1999),"Thames riverbanks, River Thames, London, England, UK",opening sequence,51.4913716,-0.121421
tt0143145,The World Is Not Enough (1999),"Tobacco Wharf, Isle of Dogs, London, England, UK",opening sequence,51.4966118,-0.0146551
tt0143145,The World Is Not Enough (1999),"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio interiors: Russian nuclear testing facility,51.5480318,-0.5349938
tt0143145,The World Is Not Enough (1999),"Chatham Historic Dockyard, Chatham, Kent, England, UK",boat chase - boat goes over road/boat goes through boat house/boat goes down alley with arch,51.3968589,0.5330317
